22152,1497402113.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22153,1497402115.0,,,192.168.3.115,69.147.125.65,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22154,1497402115.0,,,192.168.3.115,67.195.160.76,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22155,1497402116.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22158,1497402120.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22159,1497402121.0,,,142.166.14.79,192.168.1.101,(spp_sdf) SDF Combination Alert,,,,,,
22160,1497402123.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22161,1497402123.0,,,192.168.1.101,72.14.204.103,(http_inspect) LONG HEADER,,,,,,
22162,1497402127.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22163,1497402127.0,,,212.159.9.56,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22164,1497402130.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22165,1497402130.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22168,1497402140.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22169,1497402141.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22170,1497402141.0,,,210.169.202.219,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22171,1497402144.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
22172,1497402154.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22173,1497402181.0,,,192.168.4.118,69.147.125.65,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22174,1497402181.0,,,192.168.4.118,67.195.160.76,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22175,1497402192.0,,,212.159.9.56,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22176,1497402231.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22177,1497402239.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22180,1497402242.0,,,192.168.4.118,72.30.186.25,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22181,1497402246.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22182,1497402247.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22184,1497402249.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22185,1497402250.0,,,207.210.64.84,192.168.2.113,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
22188,1497402261.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22189,1497402261.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22190,1497402278.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22198,1497402302.0,,,192.168.4.121,121.119.188.104,Reset outside window,,,,,,
22199,1497402318.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22200,1497402368.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22203,1497402371.0,,,69.63.178.31,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
22204,1497402373.0,,,192.168.2.107,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22209,1497402373.0,,,203.116.131.24,192.168.2.107,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22205,1497402374.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22207,1497402374.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22211,1497402382.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22212,1497402382.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22213,1497402382.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22215,1497402384.0,,,219.94.203.161,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22218,1497402387.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22219,1497402387.0,,,212.58.226.79,192.168.3.115,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
22222,1497402390.0,,,208.78.125.18,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22224,1497402395.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22225,1497402396.0,,,208.78.125.12,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22226,1497402402.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22227,1497402408.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22228,1497402457.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22229,1497402458.0,,,67.15.47.4,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22230,1497402461.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22231,1497402461.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22232,1497402535.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22233,1497402539.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22234,1497402539.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22236,1497402540.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22238,1497402550.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22239,1497402558.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22240,1497402560.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22242,1497402607.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22243,1497402609.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22244,1497402610.0,,,212.159.9.56,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22245,1497402612.0,,,192.168.4.118,72.30.186.25,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22246,1497402613.0,,,212.159.8.110,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22247,1497402614.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22250,1497402616.0,,,72.14.204.149,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22251,1497402616.0,,,142.166.14.71,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22252,1497402624.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22253,1497402653.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
22254,1497402682.0,,,192.168.5.122,192.168.1.105,Consecutive TCP small segments exceeding threshold,,,,,,
22255,1497402686.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22256,1497402755.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22258,1497402758.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22259,1497402771.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22262,1497402780.0,,,192.168.4.119,98.137.53.150,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22263,1497402846.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22267,1497402849.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22268,1497402850.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22269,1497402851.0,,,192.168.1.102,76.13.116.135,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22271,1497402854.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22273,1497402854.0,,,98.137.80.49,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22274,1497402928.0,,,192.168.4.119,64.45.59.77,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22275,1497402928.0,,,64.45.59.77,192.168.4.119,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22276,1497402939.0,,,192.168.5.122,192.168.3.117,Consecutive TCP small segments exceeding threshold,,,,,,
22283,1497402972.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22284,1497402973.0,,,75.119.210.10,192.168.3.117,(spp_sdf) SDF Combination Alert,,,,,,
22285,1497402980.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22286,1497402994.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22287,1497403033.0,,,192.168.4.121,121.119.188.104,Reset outside window,,,,,,
22288,1497403079.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22290,1497403107.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
22291,1497403143.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22292,1497403154.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22293,1497403155.0,,,96.255.120.45,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
22298,1497403157.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22300,1497403159.0,,,192.168.4.120,64.236.108.81,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22301,1497403159.0,,,192.168.4.120,64.236.108.81,Reset outside window,,,,,,
22309,1497403164.0,,,192.168.4.120,87.83.27.31,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22310,1497403164.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22311,1497403164.0,,,87.83.27.31,192.168.4.120,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22312,1497403164.0,,,74.63.40.21,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
22313,1497403169.0,,,208.122.28.21,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
22314,1497403173.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22317,1497403173.0,,,192.168.4.119,216.252.106.71,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22318,1497403173.0,,,192.168.4.119,67.195.160.76,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22319,1497403173.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22321,1497403174.0,,,192.168.4.119,64.45.59.77,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22322,1497403174.0,,,64.45.59.77,192.168.4.119,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22324,1497403176.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22327,1497403179.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22329,1497403199.0,,,72.233.69.5,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
22330,1497403216.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22332,1497403224.0,,,72.233.69.5,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
22333,1497403225.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22334,1497403248.0,,,72.233.69.5,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
22335,1497403271.0,,,212.159.9.56,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22336,1497403280.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22337,1497403281.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22338,1497403289.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22343,1497403296.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22344,1497403300.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22345,1497403301.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22349,1497403301.0,,,192.168.4.118,67.195.160.76,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22350,1497403301.0,,,192.168.4.118,69.147.125.65,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22351,1497403302.0,,,192.168.1.101,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22353,1497403302.0,,,192.168.4.121,124.198.191.30,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22354,1497403306.0,,,121.50.62.134,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
22355,1497403307.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22356,1497403314.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22357,1497403316.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22358,1497403317.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22359,1497403318.0,,,98.158.176.206,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22360,1497403324.0,,,69.163.132.48,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22361,1497403325.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22362,1497403325.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22363,1497403351.0,,,192.168.5.122,192.168.3.115,Consecutive TCP small segments exceeding threshold,,,,,,
22819,1497403364.0,,,64.202.189.170,192.168.2.111,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22370,1497403366.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22371,1497403424.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22374,1497403448.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22376,1497403449.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22380,1497403451.0,,,192.168.2.109,202.72.50.129,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22383,1497403452.0,,,70.85.1.39,192.168.1.102,(spp_sdf) SDF Combination Alert,,,,,,
22384,1497403453.0,,,192.168.2.113,207.241.148.80,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22386,1497403466.0,,,192.168.5.122,192.168.2.113,Consecutive TCP small segments exceeding threshold,,,,,,
22393,1497403498.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22394,1497403498.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22395,1497403501.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22396,1497403505.0,,,69.163.132.48,192.168.1.101,(spp_sdf) SDF Combination Alert,,,,,,
22397,1497403521.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22398,1497403525.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22399,1497403569.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22400,1497403570.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22405,1497403573.0,,,212.159.9.56,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22408,1497403575.0,,,192.168.3.117,208.90.126.6,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22409,1497403575.0,,,208.90.126.6,192.168.3.117,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22413,1497403576.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22414,1497403576.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22415,1497403576.0,,,142.166.14.85,192.168.2.107,(spp_sdf) SDF Combination Alert,,,,,,
22418,1497403577.0,,,142.166.14.78,192.168.2.107,(spp_sdf) SDF Combination Alert,,,,,,
22419,1497403577.0,,,67.15.47.4,192.168.2.107,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22420,1497403583.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22421,1497403583.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22422,1497403584.0,,,219.94.203.161,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22423,1497403589.0,,,208.90.126.6,192.168.3.117,(spp_sdf) SDF Combination Alert,,,,,,
22424,1497403596.0,,,219.94.203.105,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22425,1497403644.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22427,1497403647.0,,,72.14.204.104,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22428,1497403657.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22429,1497403658.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22430,1497403658.0,,,67.15.47.4,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22431,1497403658.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22434,1497403668.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22435,1497403721.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22436,1497403735.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22437,1497403743.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22438,1497403793.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22439,1497403866.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22440,1497403867.0,,,192.168.1.101,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22441,1497403883.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22444,1497403926.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22445,1497403945.0,,,192.168.4.118,72.30.186.25,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22446,1497404017.0,,,212.58.226.77,192.168.3.115,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
22447,1497404018.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22450,1497404025.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
22457,1497404042.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22458,1497404047.0,,,122.208.218.238,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
22459,1497404051.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22460,1497404052.0,,,192.168.2.113,67.195.160.76,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22461,1497404052.0,,,192.168.2.113,69.147.125.65,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22463,1497404069.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
22464,1497404092.0,,,72.14.204.149,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22465,1497404100.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
22466,1497404109.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22467,1497404115.0,,,219.94.203.105,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22468,1497404117.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22469,1497404117.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22470,1497404163.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22471,1497404168.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22472,1497404168.0,,,208.66.205.221,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22473,1497404168.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22474,1497404169.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22476,1497404174.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22480,1497404186.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22481,1497404190.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22482,1497404190.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22484,1497404195.0,,,208.78.125.18,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22485,1497404202.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22488,1497404255.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22489,1497404261.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22491,1497404264.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22492,1497404264.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22493,1497404279.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22494,1497404315.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22495,1497404315.0,,,208.66.205.221,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22496,1497404315.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22497,1497404336.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22498,1497404337.0,,,192.168.4.119,64.237.103.151,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22508,1497404373.0,,,192.168.4.119,216.252.106.71,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22510,1497404373.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22511,1497404373.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
